gene_nombre;fact_fecha;cpro_nombre;defa_cantidad_ent;defa_valor_uni;total_ent;ceco_nombre;capr_nombre;unid_nombre
GALAPESCA S.A;20/8/2020;Skip Jack  -3;101.234;1025.000;103764.850;OTRAS;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;20/8/2020;Skip Jack  3 - 4;2.753;1225.000;3372.425;OTRAS;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;20/8/2020;Skip Jack  4 - 7.5;15.633;1425.000;22277.025;OTRAS;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;20/8/2020;Yellow Fin  4 - 7.5;14.527;1425.000;20700.975;OTRAS;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;20/8/2020;Skip Jack  7.5 - 20;110.042;1475.000;162311.950;OTRAS;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;20/8/2020;Yellow Fin 7.5 - 20;8.587;1485.000;12751.695;OTRAS;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;20/8/2020;Skip Jack  -3;3.863;875.000;3380.125;OTRAS;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;20/8/2020;Skip Jack  3 - 4;0.269;1075.000;289.175;OTRAS;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;20/8/2020;Yellow Fin -3;13.666;925.000;12641.050;OTRAS;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;20/8/2020;Yellow Fin  3 - 4;9.662;1125.000;10869.750;OTRAS;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;20/8/2020;Yellow Fin  4 - 7.5;1.843;1325.000;2441.975;OTRAS;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;20/8/2020;Skip Jack  -3;58.334;925.000;53958.950;OTRAS;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;20/8/2020;Skip Jack  4 - 7.5;2.741;1325.000;3631.825;OTRAS;PESCADO CAPTURADO SKIP JACK;Toneladas
MACIAS SALCEDO MIGUEL ANGEL;25/8/2020;Dorado Peque̱o 4 - 7 libras;2.139;100.000;213.900;B/P ALDO - DIR;PESCADO CAPTURADO DORADO;Toneladas
MACIAS SALCEDO MIGUEL ANGEL;25/8/2020;Botellita;1.312;100.000;131.200;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
VERGARA BRAVO ERIKA FERNANDA;25/8/2020;Dorado Mediano 7.50 - 12 libras;1.327;200.000;265.400;COMERCIALIZACION;PESCADO CAPTURADO DORADO;Toneladas
VERGARA BRAVO ERIKA FERNANDA;25/8/2020;Dorado Mediano 7.50 - 12 libras;3.442;200.000;688.400;COMERCIALIZACION;PESCADO CAPTURADO DORADO;Toneladas
NOTTBOHM AVILA KLAUS WOLFGANG;28/8/2020;Pescado Blanco Reject;28.093;1000.000;28093.000;COMERCIALIZACION;PESCADO CAPTURADO WAHOO;Toneladas
LOGISTIC CONTAINER & TRANSPORT ECUADOR IMPORTADORA Y EXPORTADORA LCTE S.A.;28/8/2020;Pescado Blanco Reject;21.557;200.000;4311.400;B/P GINO D - DIR;PESCADO CAPTURADO WAHOO;Toneladas
GRUPO DEGFER CIA LTDA;28/8/2020;Yellow Fin 20 - 30;0.476;1200.000;571.200;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/9/2020;Skip Jack  -3;19.373;1200.000;23247.600;B/P LUCIA T - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/9/2020;Skip Jack  -3;10.171;1100.000;11188.100;B/P LUCIA T - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/9/2020;Skip Jack  3 - 4;1.821;1400.000;2549.400;B/P LUCIA T - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/9/2020;Skip Jack  4 - 7.5;9.605;1600.000;15368.000;B/P LUCIA T - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/9/2020;Skip Jack  7.5 - 20;117.122;1650.000;193251.300;B/P LUCIA T - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;1/9/2020;Yellow Fin -3;2.535;1200.000;3042.000;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/9/2020;Yellow Fin -3;4.442;1100.000;4886.200;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/9/2020;Yellow Fin  3 - 4;10.264;1400.000;14369.600;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/9/2020;Yellow Fin  4 - 7.5;9.843;1600.000;15748.800;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;1/9/2020;Yellow Fin 7.5 - 20;0.454;1660.000;753.640;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
VERGARA BRAVO ERIKA FERNANDA;8/9/2020;Skip Jack-3;0.115;1200.000;138.000;COMERCIALIZACION;PESCADO DE TERCEROS SKIP JACK;Toneladas
VERGARA BRAVO ERIKA FERNANDA;8/9/2020;Skip Jack 3-4;0.156;1300.000;202.800;COMERCIALIZACION;PESCADO DE TERCEROS SKIP JACK;Toneladas
VERGARA BRAVO ERIKA FERNANDA;8/9/2020;Skip Jack 4-7.5;43.265;1400.000;60571.000;COMERCIALIZACION;PESCADO DE TERCEROS SKIP JACK;Toneladas
VERGARA BRAVO ERIKA FERNANDA;8/9/2020;Skip Jack 7.5-20;42.913;1450.000;62223.850;COMERCIALIZACION;PESCADO DE TERCEROS SKIP JACK;Toneladas
VERGARA BRAVO ERIKA FERNANDA;8/9/2020;Yellow Fin-3;8.296;1200.000;9955.200;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
VERGARA BRAVO ERIKA FERNANDA;8/9/2020;Yellow Fin 3-4;19.091;1300.000;24818.300;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
VERGARA BRAVO ERIKA FERNANDA;8/9/2020;Yellow Fin 4-7.5;8.353;1400.000;11694.200;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
VERGARA BRAVO ERIKA FERNANDA;8/9/2020;Yellow Fin 7.5-20;37.301;1850.000;69006.850;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
ARCENTALES SANTOS DANIELA CAROLINA;10/9/2020;YELLOW-FIN 20-30;0.341;2550.000;869.550;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
ARCENTALES SANTOS DANIELA CAROLINA;10/9/2020;YELLOW-FIN 30-40;3.957;2550.000;10090.350;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
ARCENTALES SANTOS DANIELA CAROLINA;10/9/2020;YELLOW-FIN 40-60;26.551;2550.000;67705.050;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
ARCENTALES SANTOS DANIELA CAROLINA;10/9/2020;YELLOW-FIN 60-80;17.500;2550.000;44625.000;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
ASISERVY S.A.;11/9/2020;Skip Jack  -3;15.389;1450.000;22314.050;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
ASISERVY S.A.;11/9/2020;Skip Jack  3 - 4;9.387;1650.000;15488.550;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
ASISERVY S.A.;11/9/2020;Skip Jack  4 - 7.5;14.848;1850.000;27468.800;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
ASISERVY S.A.;11/9/2020;Skip Jack  7.5 - 20;23.210;1900.000;44099.000;B/P ALDO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
ASISERVY S.A.;11/9/2020;Yellow Fin -3;37.171;1450.000;53897.950;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
ASISERVY S.A.;11/9/2020;Yellow Fin  3 - 4;50.561;1650.000;83425.650;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
ASISERVY S.A.;11/9/2020;Yellow Fin  4 - 7.5;64.763;1850.000;119811.550;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
ASISERVY S.A.;11/9/2020;Big Eye 3 - 4;1.370;1650.000;2260.500;B/P ALDO - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
ASISERVY S.A.;11/9/2020;Big Eye 4 - 7.5;0.409;1850.000;756.650;B/P ALDO - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
ASISERVY S.A.;11/9/2020;Big Eye  7.5 - 20;0.052;1900.000;98.800;B/P ALDO - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
BAILON MOREIRA CESAR ANDRES;11/9/2020;Dorado Grande + 12 libras;0.967;100.000;96.700;B/P DON MARIO - DIR;PESCADO CAPTURADO DORADO;Toneladas
MIGUEL GARCIA LOOR;15/9/2020;Pescado Blanco Reject;10.684;200.000;2136.800;B/P ALDO - DIR;PESCADO CAPTURADO WAHOO;Toneladas
MIGUEL GARCIA LOOR;15/9/2020;Botellita;4.401;100.000;440.100;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
MORA PACHAY LUIS FERNANDO;16/9/2020;Pataseca;16.751;200.000;3350.200;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
EUROFISH S.A;16/9/2020;Yellow Fin 7.5 - 20;40.380;2200.000;88836.000;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
MIGUEL GARCIA LOOR;17/9/2020;Pataseca;9.934;224.470;2229.885;COMERCIALIZACION;PESCADO CAPTURADO YELLOW FIN;Toneladas
EUROFISH S.A;17/9/2020;Yellow Fin 20-30;3.585;2300.000;8245.500;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
EUROFISH S.A;17/9/2020;Yellow Fin 30-40;7.356;2300.000;16918.800;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
EUROFISH S.A;17/9/2020;Yellow Fin 40-60;5.271;2300.000;12123.300;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
EUROFISH S.A;17/9/2020;Yellow Fin 60-80;2.053;2300.000;4721.900;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
EUROFISH S.A;17/9/2020;Yellow Fin 80-100;1.614;2300.000;3712.200;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
EUROFISH S.A;17/9/2020;Yellow Fin-3;34.614;1475.000;51055.650;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
EUROFISH S.A;17/9/2020;Yellow Fin 3-4;29.655;1675.000;49672.125;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
EUROFISH S.A;17/9/2020;Yellow Fin 4-7.5;67.492;1875.000;126547.500;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
EUROFISH S.A;17/9/2020;Yellow Fin 7.5-20;6.338;2200.000;13943.600;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
VERGARA BRAVO ERIKA FERNANDA;25/9/2020;Dorado Peque̱o 4 - 7 libras.;1.025;700.000;717.500;COMERCIALIZACION;PESCADO DE TERCEROS RECHAZO;Toneladas
VERGARA BRAVO ERIKA FERNANDA;25/9/2020;Rechazo.;8.469;957.150;8106.103;COMERCIALIZACION;PESCADO DE TERCEROS SKIP JACK;Toneladas
VERGARA BRAVO ERIKA FERNANDA;25/9/2020;Pataseca;13.069;957.150;12508.993;COMERCIALIZACION;PESCADO CAPTURADO YELLOW FIN;Toneladas
VERGARA BRAVO ERIKA FERNANDA;25/9/2020;Botellita;4.521;600.000;2712.600;COMERCIALIZACION;PESCADO DE TERCEROS RECHAZO;Toneladas
MORA PACHAY LUIS FERNANDO;25/9/2020;Pescado Blanco Reject;1.556;200.000;311.200;B/P ALDO - DIR;PESCADO CAPTURADO WAHOO;Toneladas
MORA PACHAY LUIS FERNANDO;25/9/2020;Pataseca;22.780;200.000;4556.000;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
MORA PACHAY LUIS FERNANDO;25/9/2020;Botellita;3.022;100.000;302.200;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
VERGARA BRAVO ERIKA FERNANDA;25/9/2020;Pescado Wahoo.;0.280;957.150;268.002;COMERCIALIZACION;PESCADO DE TERCEROS WAHOO;Toneladas
ARCENTALES SANTOS DANIELA CAROLINA;29/9/2020;Yellow Fin 20-30;0.352;2550.000;897.600;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
ARCENTALES SANTOS DANIELA CAROLINA;29/9/2020;Yellow Fin 30-40;1.698;2550.000;4329.900;COMERCIALIZACION;PESCADO DE TERCEROS YELLOW FIN;Toneladas
ARCENTALES SANTOS DANIELA CAROLINA;29/9/2020;Yellow Fin 20 - 30;1.745;2550.000;4449.750;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
ARCENTALES SANTOS DANIELA CAROLINA;29/9/2020;Yellow Fin 20 - 30;0.093;2550.000;237.150;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
ARCENTALES SANTOS DANIELA CAROLINA;29/9/2020;Yellow Fin 20 - 30;17.216;2550.000;43900.800;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
ARCENTALES SANTOS DANIELA CAROLINA;29/9/2020;Yellow FIin 30 - 40;7.802;2550.000;19895.100;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
ARCENTALES SANTOS DANIELA CAROLINA;29/9/2020;Yellow Fin 40 - 60;7.377;2550.000;18811.350;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
ARCENTALES SANTOS DANIELA CAROLINA;29/9/2020;Yellow Fin 60 - 80;0.303;2550.000;772.650;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
ARCENTALES SANTOS DANIELA CAROLINA;29/9/2020;Big Eye 30 - 40;1.569;2400.000;3765.600;B/P GINO D - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
ARCENTALES SANTOS DANIELA CAROLINA;29/9/2020;Big Eye 40 - 60;7.951;2400.000;19082.400;B/P GINO D - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
ARCENTALES SANTOS DANIELA CAROLINA;29/9/2020;Big Eye 60 - 80;3.054;2400.000;7329.600;B/P GINO D - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
ARCENTALES SANTOS DANIELA CAROLINA;29/9/2020;Big Eye 40 - 60;0.059;2400.000;141.600;B/P ALDO - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
SANTOS OTERO EDISSON CLEMENTE;29/9/2020;Pescado Fresco Wahoo;0.192;100.000;19.200;B/P ALDO - DIR;PESCADO CAPTURADO WAHOO;Toneladas
SANTOS OTERO EDISSON CLEMENTE;29/9/2020;Pescado Fresco Wahoo;0.173;100.000;17.300;B/P JOSELITO - DIR;PESCADO CAPTURADO WAHOO;Toneladas
NOTTBOHM AVILA KLAUS WOLFGANG;30/9/2020;Pataseca;60.116;950.000;57110.200;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;7/10/2020;Yellow Fin -3;7.945;1475.000;11718.875;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;7/10/2020;Yellow Fin -3;1.206;1325.000;1597.950;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;7/10/2020;Yellow Fin -3;1.894;1375.000;2604.250;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;7/10/2020;Yellow Fin -3;5.927;1375.000;8149.625;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;7/10/2020;Yellow Fin  3 - 4;9.942;1675.000;16652.850;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;7/10/2020;Yellow Fin  3 - 4;1.202;1525.000;1833.050;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;7/10/2020;Yellow Fin  3 - 4;1.244;1575.000;1959.300;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;7/10/2020;Yellow Fin  3 - 4;1.195;1575.000;1882.125;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;7/10/2020;Yellow Fin  3 - 4;2.967;1575.000;4673.025;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;7/10/2020;Yellow Fin  4 - 7.5;31.884;1875.000;59782.500;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;7/10/2020;Yellow Fin  4 - 7.5;2.394;1775.000;4249.350;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;7/10/2020;Yellow Fin 7.5 - 20;2.301;1935.000;4452.435;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;7/10/2020;Skip Jack  -3;6.392;1475.000;9428.200;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;7/10/2020;Skip Jack  -3;5.250;1375.000;7218.750;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;7/10/2020;Skip Jack  3 - 4;8.806;1675.000;14750.050;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;7/10/2020;Skip Jack  3 - 4;1.227;1575.000;1932.525;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;7/10/2020;Skip Jack  4 - 7.5;10.924;1875.000;20482.500;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;7/10/2020;Skip Jack  7.5 - 20;54.968;1925.000;105813.400;B/P JOSELITO - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
VERGARA BRAVO ERIKA FERNANDA;8/10/2020;Botellita;4.366;100.000;436.600;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
MORA PACHAY LUIS FERNANDO;8/10/2020;Dorado Mediano 7.50 - 12 libras;0.399;200.000;79.800;B/P ALDO - DIR;PESCADO CAPTURADO DORADO;Toneladas
MORA PACHAY LUIS FERNANDO;8/10/2020;Dorado Peque̱o 4 - 7 libras;1.145;100.000;114.500;B/P ALDO - DIR;PESCADO CAPTURADO DORADO;Toneladas
MORA PACHAY LUIS FERNANDO;8/10/2020;Dorado Mediano 7.50 - 12 libras;1.221;200.000;244.200;B/P GINO D - DIR;PESCADO CAPTURADO DORADO;Toneladas
MORA PACHAY LUIS FERNANDO;8/10/2020;Dorado Peque̱o 4 - 7 libras;2.351;100.000;235.100;B/P JOSELITO - DIR;PESCADO CAPTURADO DORADO;Toneladas
MORA PACHAY LUIS FERNANDO;8/10/2020;Dorado Peque̱o 4 - 7 libras;2.818;100.000;281.800;B/P GINO D - DIR;PESCADO CAPTURADO DORADO;Toneladas
ARCENTALES SANTOS DANIELA CAROLINA;8/10/2020;Pescado Blanco Reject;34.554;200.000;6910.800;B/P GINO D - DIR;PESCADO CAPTURADO WAHOO;Toneladas
MORA CHANCAY JOSUE FEDERICO;13/10/2020;Pescado Blanco Reject;4.482;200.000;896.400;B/P ALDO - DIR;PESCADO CAPTURADO WAHOO;Toneladas
MORA CHANCAY JOSUE FEDERICO;13/10/2020;Botellita;6.129;100.000;612.900;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;21/10/2020;Yellow Fin -3;11.881;1500.000;17821.500;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;21/10/2020;Yellow Fin  3 - 4;29.553;1700.000;50240.100;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;21/10/2020;Yellow Fin  4 - 7.5;63.215;1900.000;120108.500;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;21/10/2020;Yellow Fin 7.5 - 20;32.451;1960.000;63603.960;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;21/10/2020;Big Eye 4 - 7.5;3.847;1900.000;7309.300;B/P GINO D - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
GALAPESCA S.A;21/10/2020;Big Eye  7.5 - 20;1.776;1950.000;3463.200;B/P GINO D - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
GALAPESCA S.A;21/10/2020;Big Eye 3 - 4;2.871;1700.000;4880.700;B/P GINO D - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
GALAPESCA S.A;21/10/2020;Skip Jack  -3;15.420;1500.000;23130.000;B/P GINO D - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;21/10/2020;Skip Jack  3 - 4;11.138;1700.000;18934.600;B/P GINO D - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;21/10/2020;Skip Jack  4 - 7.5;9.424;1900.000;17905.600;B/P GINO D - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;21/10/2020;Skip Jack  7.5 - 20;54.593;1950.000;106456.350;B/P GINO D - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;21/10/2020;Yellow Fin  3 - 4;1.113;1550.000;1725.150;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;21/10/2020;Skip Jack  -3;14.505;1400.000;20307.000;B/P GINO D - DIR;PESCADO CAPTURADO SKIP JACK;Toneladas
GALAPESCA S.A;21/10/2020;Yellow Fin  3 - 4;7.017;1600.000;11227.200;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;21/10/2020;Yellow Fin  4 - 7.5;7.149;1800.000;12868.200;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;21/10/2020;Big Eye 3 - 4;1.113;1600.000;1780.800;B/P GINO D - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
GALAPESCA S.A;21/10/2020;Yellow Fin -3;6.126;1400.000;8576.400;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;21/10/2020;Yellow Fin -3;2.348;1350.000;3169.800;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GALAPESCA S.A;21/10/2020;Big Eye 3 - 4;0.117;1600.000;187.200;B/P GINO D - DIR;PESCADO CAPTURADO BIG EYE;Toneladas
ASISERVY S.A.;22/10/2020;Yellow Fin -3;5.248;1350.000;7084.800;B/P ALDO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
ASISERVY S.A.;22/10/2020;Yellow Fin  3 - 4;52.415;1550.000;81243.250;OTRAS;PESCADO CAPTURADO YELLOW FIN;Toneladas
ASISERVY S.A.;22/10/2020;Yellow Fin  4 - 7.5;30.490;1750.000;53357.500;OTRAS;PESCADO CAPTURADO YELLOW FIN;Toneladas
ASISERVY S.A.;22/10/2020;Yellow Fin 7.5 - 20;5.905;2000.000;11810.000;OTRAS;PESCADO CAPTURADO YELLOW FIN;Toneladas
ASISERVY S.A.;22/10/2020;Yellow Fin + 20;0.334;2300.000;768.200;OTRAS;PESCADO CAPTURADO YELLOW FIN;Toneladas
ASISERVY S.A.;22/10/2020;Skip Jack  -3;1.404;1350.000;1895.400;OTRAS;PESCADO CAPTURADO SKIP JACK;Toneladas
ASISERVY S.A.;22/10/2020;Skip Jack  3 - 4;6.372;1550.000;9876.600;OTRAS;PESCADO CAPTURADO SKIP JACK;Toneladas
ASISERVY S.A.;22/10/2020;Skip Jack  4 - 7.5;5.288;1750.000;9254.000;OTRAS;PESCADO CAPTURADO SKIP JACK;Toneladas
ASISERVY S.A.;22/10/2020;Skip Jack  7.5 - 20;84.269;1800.000;151684.200;OTRAS;PESCADO CAPTURADO SKIP JACK;Toneladas
ASISERVY S.A.;22/10/2020;Pataseca;87.737;800.000;70189.600;OTRAS;PESCADO CAPTURADO YELLOW FIN;Toneladas
ALIATIS GINES KAYLA DAYANA;23/10/2020;Dorado Peque̱o 4 - 7 libras;0.886;100.000;88.600;B/P ALDO - DIR;PESCADO CAPTURADO DORADO;Toneladas
ALIATIS GINES KAYLA DAYANA;23/10/2020;Dorado Mediano 7.50 - 12 libras;0.159;200.000;31.800;B/P ALDO - DIR;PESCADO CAPTURADO DORADO;Toneladas
ALIATIS GINES KAYLA DAYANA;23/10/2020;Dorado Grande + 12 libras;0.589;200.000;117.800;B/P JOSELITO - DIR;PESCADO CAPTURADO DORADO;Toneladas
ALIATIS GINES KAYLA DAYANA;23/10/2020;Pescado Fresco Wahoo;0.067;200.000;13.400;B/P ALDO - DIR;PESCADO CAPTURADO WAHOO;Toneladas
ALIATIS GINES KAYLA DAYANA;23/10/2020;Pescado Fresco Wahoo;0.499;200.000;99.800;B/P GINO D - DIR;PESCADO CAPTURADO WAHOO;Toneladas
GRUPO DEGFER CIA LTDA;30/10/2020;Pescado Fresco Wahoo;0.442;200.000;88.400;COMERCIALIZACION;PESCADO CAPTURADO WAHOO;Toneladas
GRUPO DEGFER CIA LTDA;30/10/2020;Yellow Fin 20 - 30;0.106;2550.000;270.300;B/P JOSELITO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GRUPO DEGFER CIA LTDA;30/10/2020;Yellow FIin 30 - 40;0.530;2550.000;1351.500;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GRUPO DEGFER CIA LTDA;30/10/2020;Yellow FIin 30 - 40;0.122;2550.000;311.100;B/P DON MARIO - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GRUPO DEGFER CIA LTDA;30/10/2020;Yellow Fin 80 - 100;0.296;2300.000;680.800;COMERCIALIZACION;PESCADO CAPTURADO YELLOW FIN;Toneladas
GRUPO DEGFER CIA LTDA;30/10/2020;Yellow Fin + 100;0.963;2150.000;2070.450;COMERCIALIZACION;PESCADO CAPTURADO YELLOW FIN;Toneladas
GRUPO DEGFER CIA LTDA;30/10/2020;Yellow Fin 7.5 - 20;0.035;2000.000;70.000;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GRUPO DEGFER CIA LTDA;30/10/2020;Yellow FIin 30 - 40;0.327;2550.000;833.850;B/P GINO D - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
GRUPO DEGFER CIA LTDA;30/10/2020;Yellow FIin 30 - 40;0.169;2550.000;430.950;B/P LUCIA T - DIR;PESCADO CAPTURADO YELLOW FIN;Toneladas
